,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.20,1.20,6.21,15.83,32.87,54.11,70.94,82.36
torb,1.00,4.21,16.23,26.45,43.49,62.32,74.35,84.57
corb,0.00,1.00,5.60,17.40,29.80,48.60,63.80,77.20
cporb,0.80,2.20,10.40,26.20,44.80,69.60,81.20,89.40
sift,1.00,1.60,5.61,17.43,32.46,55.91,69.94,81.56
tsift,0.80,2.81,11.62,27.45,52.91,74.75,84.77,92.59
csift,0.40,1.60,8.62,24.05,42.28,66.73,77.56,85.17
cpsift,0.80,2.20,8.62,23.25,49.10,71.14,80.16,87.58
spoint,0.40,1.40,4.60,15.20,29.80,47.60,56.60,61.60
tspoint,0.20,0.20,3.60,12.40,27.00,44.00,49.00,54.60
cspoint,0.00,0.00,1.80,5.80,15.80,28.00,34.40,41.00
cpspoint,0.20,0.20,4.40,11.00,27.20,44.80,51.20,57.60
alike,0.00,0.20,0.40,1.60,3.40,7.60,13.40,20.60
talike,0.00,0.00,0.00,1.80,3.80,10.80,18.00,30.80
calike,0.00,0.20,0.60,1.00,3.40,11.60,21.40,32.80
cpalike,0.00,0.20,0.20,1.20,5.20,12.40,24.40,36.20
sphorb,0.80,2.40,8.82,28.06,50.10,71.34,81.96,90.18
