,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.00,0.25,1.25,3.00,8.75,19.00,35.75
torb,0.00,0.00,1.50,4.25,9.00,24.25,43.00,62.75
corb,0.00,0.25,0.25,0.50,2.75,14.75,25.50,41.00
cporb,0.00,0.00,0.25,1.00,4.75,17.00,34.75,54.50
sift,0.00,0.00,0.25,1.01,3.28,15.91,28.79,51.52
tsift,0.00,0.26,1.53,5.88,17.65,41.94,59.34,75.19
csift,0.00,0.25,0.75,2.50,5.75,18.00,31.75,52.50
cpsift,0.00,0.00,0.50,2.00,6.25,19.75,39.75,59.25
spoint,0.00,1.75,7.00,20.00,43.75,61.50,73.25,79.75
tspoint,0.25,1.50,6.00,19.75,43.75,65.50,73.00,81.25
cspoint,0.00,0.25,2.25,11.25,27.25,50.75,64.75,75.50
cpspoint,0.75,1.00,4.50,18.25,41.50,64.50,73.25,80.00
alike,0.00,0.00,0.51,1.52,3.79,5.05,10.10,16.16
talike,0.00,0.25,0.75,1.25,3.76,8.77,15.29,26.57
calike,0.00,0.25,0.25,0.75,1.75,4.51,9.02,16.04
cpalike,0.25,0.25,1.25,2.26,3.51,7.52,12.78,22.56
sphorb,0.00,0.00,0.25,6.25,16.50,43.00,63.00,79.50
