,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.40,2.81,8.82,16.83,27.25,44.09,58.52,78.56
torb,1.00,4.61,15.43,27.66,39.88,56.11,70.14,83.97
corb,0.00,0.40,2.60,11.00,20.20,36.00,52.20,74.40
cporb,0.00,0.60,7.40,19.80,31.60,49.20,66.00,81.00
sift,0.20,1.20,6.21,14.03,22.24,37.07,54.71,73.35
tsift,0.80,2.81,18.84,34.47,47.09,62.73,76.35,87.78
csift,0.40,2.00,7.01,14.63,22.04,37.88,52.30,73.15
cpsift,0.20,1.60,9.02,18.44,27.05,39.68,59.32,75.95
spoint,1.20,5.40,28.40,47.20,62.00,77.60,85.20,92.60
tspoint,0.40,3.00,24.60,47.60,64.00,78.20,84.60,92.40
cspoint,0.60,3.20,16.20,37.00,50.40,65.20,76.00,86.80
cpspoint,1.20,6.00,28.60,47.40,61.20,73.20,84.00,90.60
alike,0.00,0.40,1.60,2.81,4.21,8.02,12.22,19.44
talike,0.00,0.20,1.00,2.40,5.41,11.02,17.84,27.25
calike,0.00,0.00,1.60,2.80,3.80,7.80,13.60,24.80
cpalike,0.40,1.00,2.00,4.60,7.20,12.80,21.80,35.20
sphorb,0.80,4.81,25.65,39.68,53.31,67.54,77.96,90.98
