,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.20,0.40,1.20,3.81,12.83,27.45,42.48,55.51
torb,1.00,2.20,8.22,14.43,23.05,39.08,54.31,67.33
corb,0.20,0.40,3.80,6.60,12.60,22.40,33.60,52.20
cporb,0.20,0.80,4.80,10.60,20.80,32.80,49.20,65.80
sift,0.20,0.60,1.80,6.01,12.02,23.85,34.47,52.30
tsift,0.00,1.00,9.62,21.64,36.47,52.91,64.53,78.56
csift,0.00,1.40,3.01,8.62,15.63,26.45,36.67,52.30
cpsift,0.40,0.80,3.41,9.42,16.63,27.66,40.88,57.92
spoint,0.40,3.20,14.60,34.00,52.40,71.80,82.00,87.60
tspoint,0.20,1.60,10.80,32.40,54.20,73.60,84.20,91.40
cspoint,0.40,1.00,6.60,20.00,41.20,58.40,69.40,77.80
cpspoint,0.40,1.40,10.20,29.60,52.40,71.60,80.40,85.60
alike,0.00,0.00,0.60,1.80,3.41,6.21,10.42,18.44
talike,0.00,0.00,0.00,1.80,5.01,9.02,15.43,24.45
calike,0.00,0.00,0.40,1.00,2.00,4.40,9.80,18.00
cpalike,0.20,0.40,1.00,2.20,4.40,9.60,16.40,24.40
sphorb,0.60,1.80,6.81,19.64,37.88,57.31,68.34,78.96
