,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.20,2.40,10.22,20.04,29.26,44.69,57.72,77.35
torb,1.00,5.21,18.04,31.26,41.28,55.11,69.14,81.96
corb,0.20,0.40,3.60,11.80,21.20,35.60,51.20,73.20
cporb,0.00,1.00,9.00,23.00,35.80,50.60,66.20,81.40
sift,0.40,1.20,6.61,13.83,22.24,36.07,53.51,70.54
tsift,0.40,4.01,20.84,36.67,50.10,63.13,76.75,87.17
csift,0.40,1.40,6.21,16.03,24.25,39.28,51.90,70.74
cpsift,0.40,1.80,10.02,19.04,28.46,42.28,58.92,74.35
spoint,1.20,6.80,31.00,50.40,63.20,75.80,84.00,91.00
tspoint,0.40,3.00,26.20,51.40,66.60,78.80,84.20,91.80
cspoint,0.60,4.40,20.00,39.00,50.20,63.80,74.40,84.80
cpspoint,1.60,6.40,30.00,48.60,61.00,72.00,82.20,90.20
alike,0.20,0.80,1.80,3.41,4.21,7.62,11.62,18.64
talike,0.00,0.20,0.80,2.61,4.41,9.02,15.63,26.25
calike,0.00,0.00,1.00,2.40,3.80,7.20,12.60,23.80
cpalike,0.00,1.00,2.40,4.00,6.20,12.00,20.40,33.20
sphorb,1.20,6.81,28.66,42.28,54.31,67.54,77.35,90.38
