,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.40,1.40,7.41,19.24,33.67,55.11,75.75,88.98
torb,0.40,3.61,12.83,25.85,41.08,62.53,76.15,85.97
corb,0.00,0.00,3.80,12.20,23.80,41.80,58.20,77.80
cporb,0.20,1.40,8.20,25.20,44.00,65.00,78.20,89.80
sift,0.00,1.20,6.81,17.43,33.27,54.71,68.14,83.37
tsift,0.20,2.20,11.02,27.45,49.10,68.94,79.76,90.98
csift,0.00,0.80,7.01,21.24,38.28,56.31,69.74,84.17
cpsift,0.40,1.20,9.02,26.85,44.29,62.53,76.15,86.97
spoint,0.20,1.00,7.60,15.60,28.20,42.00,50.60,63.20
tspoint,0.20,0.60,4.60,14.80,26.80,37.20,43.40,53.20
cspoint,0.00,0.40,2.80,8.80,16.20,26.60,34.60,43.20
cpspoint,0.20,1.40,5.60,15.00,24.20,36.60,45.40,56.40
alike,0.00,0.00,0.20,0.60,2.80,6.80,12.40,22.20
talike,0.00,0.00,0.20,1.00,2.80,6.80,11.60,28.40
calike,0.00,0.00,0.00,0.20,2.80,7.80,17.80,33.20
cpalike,0.00,0.00,0.20,1.00,3.00,9.00,21.00,37.60
sphorb,0.40,1.60,16.23,31.66,48.50,70.34,82.36,91.98
