,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.20,2.40,18.84,31.46,46.49,66.33,79.76,90.38
torb,2.61,7.62,24.05,37.88,53.51,69.14,77.96,88.78
corb,0.00,0.60,8.80,19.40,33.80,49.40,63.80,78.60
cporb,0.00,1.40,12.80,36.40,55.40,72.40,83.80,91.80
sift,0.40,2.20,13.83,28.06,43.69,62.32,72.75,83.37
tsift,0.40,2.81,19.24,40.88,57.72,75.15,84.37,92.38
csift,0.20,1.60,12.22,28.46,45.09,61.52,74.15,84.37
cpsift,0.20,1.60,14.03,32.67,49.10,68.74,78.76,88.18
spoint,0.00,1.80,13.60,28.20,37.80,49.20,57.00,66.40
tspoint,0.20,0.60,9.27,23.39,36.29,45.16,49.60,56.05
cspoint,0.20,0.61,6.33,14.69,23.06,30.41,38.16,45.92
cpspoint,0.40,1.41,9.27,20.16,30.04,42.14,49.19,58.06
alike,0.00,0.00,0.20,1.60,3.20,8.60,14.80,23.00
talike,0.00,0.00,0.20,1.20,3.00,7.40,13.60,28.80
calike,0.00,0.00,0.20,1.00,2.80,9.00,17.00,33.00
cpalike,0.00,0.00,1.00,1.80,4.20,10.00,22.60,37.20
sphorb,0.40,3.81,25.25,42.08,56.91,77.15,85.17,93.99
