,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.20,1.00,4.61,12.02,25.05,46.29,64.33,78.16
torb,0.40,1.00,6.41,16.43,32.67,54.31,67.94,79.16
corb,0.00,0.20,2.40,7.20,16.20,30.20,47.40,63.00
cporb,0.00,1.00,5.20,13.40,31.20,56.60,73.80,84.00
sift,0.20,0.80,3.21,11.02,25.05,46.09,62.93,72.95
tsift,0.20,1.40,4.21,18.64,39.28,64.73,76.75,85.77
csift,0.00,0.20,3.61,11.22,27.86,48.90,60.92,72.34
cpsift,0.40,0.60,2.20,12.83,30.46,53.51,69.54,79.76
spoint,0.00,1.20,3.00,9.20,20.60,35.00,47.40,54.00
tspoint,0.00,0.40,1.40,4.80,15.40,32.60,40.40,48.00
cspoint,0.20,0.20,1.00,2.80,9.40,17.60,26.20,35.40
cpspoint,0.00,0.20,1.80,5.20,16.60,30.40,40.00,49.80
alike,0.00,0.00,0.20,1.00,2.40,6.00,12.00,18.20
talike,0.00,0.00,0.40,1.00,2.40,5.40,13.20,24.40
calike,0.00,0.20,0.20,0.20,1.20,4.40,8.20,20.40
cpalike,0.00,0.20,0.20,0.80,1.60,8.00,14.60,27.20
sphorb,0.60,0.80,6.61,19.04,38.68,63.33,76.75,87.78
